Book Name,Author,Description,Listening Time,Ranks and Genre,Final_Rating,Final_Price,Final_Reviews,Clean_Genres,Cluster,Hybrid_Score
titan: inside india's most successful consumer brand,vinay kamath,"When Titan Company Limited launched its quartz watches some 30 years ago, the founders - a merry bunch of Tata employees who started out simply wanting 'to do something different' - could not have foreseen just how completely they would capture the imagination of Indian consumers in the post-liberalization era of the 1990s. The brand they created - at first against tremendous odds and restrictive norms - injected freshness into the market and in retail spaces through its cutting-edge marketing strategy and empathetic advertising. Not only did the new watchmakers on the block transform watches from being utilitarian objects to fashion statements, but it also systematically ventured into areas untapped by corporate entities with its brands Titan, Tanishq, Titan Eyeplus, Skinn and Taneira and established itself as a winner across multiple verticals. ",7 hours,",#2,834 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#487 in Business & Careers,#728 in Industries,#4,514 in Analysis & Strategy",4.4,668.0,42.0,['514 In Analysis & Strategy'],1,4.144480046277425
the happiness advantage,shawn achor,Our most commonly held formula for success is broken. ,7 hours and 20 minutes,",#1,253 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Occupational & Organisational Psychology,#19 in Self-Esteem,#46 in Business Motivation & Self-Improvement",4.7,797.0,2105.0,[],1,5.881018277077569
side hustle: build a side business and make extra money - without quitting your day job,chris guillebeau,The author of the New York Times best seller The $100 Startup shows you how to launch a profitable side hustle in just 27 days. ,4 hours and 48 minutes,",#2,205 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#13 in New Business Enterprises,#26 in Small Businesses,#55 in Entrepreneurship (Audible Audiobooks & Originals)",4.5,323.0,541.0,[],1,5.218106400575858
exhalation,ted chiang,"This much-anticipated second collection of stories is signature Ted Chiang, full of revelatory ideas and deeply sympathetic characters. In ‘The Merchant and the Alchemist’s Gate’, a portal through time forces a fabric seller in ancient Baghdad to grapple with past mistakes and the temptation of second chances. In the epistolary ‘Exhalation’, an alien scientist makes a shocking discovery with ramifications not just for his own people but for all of reality. And in ‘The Lifecycle of Software Objects’, a woman cares for an artificial intelligence over 20 years, elevating a faddish digital pet into what might be a true living being. Also included are two brand-new stories: ‘Omphalos’ and ‘Anxiety Is the Dizziness of Freedom’.",11 hours and 22 minutes,",#2,136 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Science Fiction Anthologies & Short Stories,#25 in Fiction Short Stories,#489 in Science Fiction (Books)",4.6,323.0,1189.0,[],1,5.592683434442231
f.u. money: make as much money as you damn well want and live your life as you damn well please!,dan lok,"Are you tired of the rat race? Do you wish you had more time and more money? Would you like to never work again? If you answered ""yes!"", then you need to look no further than Dan ""The Man"" Lok's new book - F.U. Money. ",4 hours and 50 minutes,",#2,092 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#308 in Personal Success,#4,419 in Personal Development & Self-Help,#4,637 in Business & Economics",4.4,656.0,385.0,"['419 In Personal Development & Self-Help', '637 In Business & Economics']",1,5.022334947785932
"dirty billionaire trilogy: dirty billionaire, dirty pleasures, and dirty together",meghan march,"I’ve got a big....ego and an even bigger bank account. That’s pretty much where my bio ends. Honestly, I don’t need to say anything else. I’ve just sold 99 percent of women on going home with me. ",12 hours and 52 minutes,",#4,452 in Contemporary Fiction (Books),#5,003 in Romance (Books)",-1.0,820.0,0.0,"['452 In Contemporary Fiction (Books)', '003 In Romance (Books)']",1,-0.6
the art of critical decision making,michael a. roberto,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,4.5,1171.0,2.0,[],3,3.1394449154672435
interpreter of maladies,jhumpa lahiri,"Pulitzer Prize, Fiction, 2000",6 hours and 15 minutes,",#1,285 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#6 in Contemporary Fantasy,#8 in Literature Anthologies,#18 in Fiction Short Stories",4.4,632.0,944.0,[],1,5.380473970997498
the brahmin,ravi shankar etteth,"It is a time of violence as well as calm. Men of peace are spreading the message of the Buddha even as monks are being tortured in the dungeons of Pataliputra. In Magadha, all talk is about the impending war against Kalinga. While King Ashoka plots the movements of his ships and cavalry, Queen Asandhimitra broods over the growing unrest in the kingdom. There is only one man they can both trust to take them through this period of uncertainty and looming danger: the enigmatically named Brahmin, skilful spymaster and custodian of Magadha’s best-kept secrets.",6 hours and 45 minutes,",#2,151 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#76 in Historical Fiction (Audible Audiobooks & Originals),#1,299 in Historical Fiction (Books)",4.2,668.0,190.0,['299 In Historical Fiction (Books)'],1,4.6209093712186515
how fascism works: the politics of us and them,jason stanley,"""A vital read for a nation under Trump."" (The Guardian)",5 hours and 44 minutes,",#2,155 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Fascism,#9 in Political Philosophy,#134 in History (Audible Audiobooks & Originals)",4.6,754.0,253.0,[],1,4.974933706807414
"practicing the power of now: teachings, meditations, and exercises from the power of now",eckhart tolle,"Throughout the spiritual classic The Power of Now are specific practices and clear keys that show us how to discover for ourselves the 'grace, ease, and lightness' that comes when we simply quiet our thoughts and see the world before us in the present moment.",2 hours and 56 minutes,",#1,354 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#15 in Other Religions, Practices & Sacred Texts,#39 in Meditation (Audible Audiobooks & Originals),#214 in Personal Success",4.7,421.0,1355.0,['Practices & Sacred Texts'],1,5.704917787400136
salt: a world history,mark kurlansky,"From its single origin, to the other discoveries made because of it, fascinating tales of salt and the people who have been involved with it through the ages are interwoven here. Fifteen recipes are included that will meet with every taste. Mark Kurlansky has produced a kaleidoscope of history, a multi-layered masterpiece that blends economic, scientific, political, religious, and culinary records into a rich and memorable tale.",13 hours and 48 minutes,",#2,028 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Gastronomy,#4 in Geology,#8 in History of Civilization",4.4,1003.0,957.0,[],1,5.385939111188344
the seven spiritual laws of success,deepak chopra,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",1 hour and 26 minutes,",#2,269 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#73 in Business Careers,#332 in Personal Success,#2,442 in Mind, Body & Spirit",4.5,300.0,3359.0,"['442 In Mind', 'Body & Spirit']",0,5.947878501182899
the seven spiritual laws of success,deepak chopra,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",1 hour and 26 minutes,",#2,269 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#73 in Business Careers,#332 in Personal Success,#2,442 in Mind, Body & Spirit",4.5,300.0,3359.0,"['442 In Mind', 'Body & Spirit']",0,5.947878501182899
"feel the fear and do it anyway: dynamic techniques for turning fear, indecision, and anger into power, action, and love",susan jeffers phd,"""Living is taking chances, and Feel the Fear and Do It Anyway has helped so many people-both men and women-to achieve success."" (Louise Hay, the best-selling author of You Can Heal Your Life)",6 hours and 7 minutes,",#1,109 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#187 in Personal Success,#2,552 in Personal Development & Self-Help",4.6,469.0,2281.0,['552 In Personal Development & Self-Help'],1,5.853123012168808
business maharajas,gita piramal,The inside track to India's most powerful tycoons ,-1,-1,4.1,1256.0,28.0,[],1,3.806918331994589
shadow and bone,leigh bardugo,"Surrounded by enemies, the once-great nation of Ravka has been torn in two by the Shadow Fold, a swath of near impenetrable darkness crawling with monsters who feast on human flesh. Now its fate may rest on the shoulders of one lonely refugee. ",9 hours and 21 minutes,",#2,079 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#14 in Fantasy for Teens,#224 in Children's Science Fiction (Books),#1,330 in Children's Fantasy (Books)",4.4,668.0,1773.0,"[""330 In Children'S Fantasy (Books)""]",1,5.63239686514781
latitudes of longing,shubhangi swarup,The phenomenal Indian best seller. ,-1,-1,4.3,759.0,105.0,[],1,4.445375637644826
the lord of the rings: the two towers (dramatised),j. r. r tolkien,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",4 hours and 29 minutes,",#1,292 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Fantasy Dramatisations,#3 in Dramatisations,#20 in Epic Fantasy",4.8,615.0,1174.0,[],0,5.707609370631304
the complete george smiley radio dramas: bbc radio 4 full-cast dramatisation,john le carré,,unknown,unknown,4.8,1093.0,59.0,['Unknown'],1,4.51773782488884
"northern lights: his dark materials trilogy, book 1",philip pullman,"Captivating, fast-paced and brought to life in glorious detail, the world contained within this audiobook is one that, despite its fantastical nature, feels almost too real to be a work of fiction. ",10 hours and 45 minutes,",#1,205 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#24 in Fantasy & Magic for Children,#69 in Literature & Fiction for Children,#804 in Children's Fantasy (Books)",-1.0,748.0,0.0,[],1,-0.6
the rational male,rollo tomassi,"The Rational Male is a rational and pragmatic approach to intergender dynamics and the social and psychological underpinnings of intergender relations. The book is the compiled, 10-year core writing of author/blogger Rollo Tomassi from therationalmale.com. ",14 hours and 20 minutes,",#717 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#133 in Personal Success,#267 in Family & Relationships,#409 in Healthy Living & Wellness",4.6,836.0,1956.0,[],1,5.79166718695843
the adventures of rusty,ruskin bond,,unknown,unknown,4.6,668.0,93.0,['Unknown'],1,4.5773179129080015
